sample_id,source_dataset,original_path,destination_path,original_class,nivara_class,split,width,height,channels,file_size,sha256,duplicate_group,license_source,exclusion_reason
1,garbage_classification,data\raw\garbage_classification\Garbage classification\Garbage classification\trash\trash10.jpg,train\garbage_waste\garbage_waste_000001.jpg,trash,garbage_waste,train,512,384,3,11752,5f1ee42f525810222f5afc0afa6393f9184db463b2e2414df428f9321639a028,,License verification required — obtained from Kaggle; check original dataset license,
4063,damaged_construction,data\raw\damaged_construction\train\debris\1 (90).JPG,train\broken_infrastructure\broken_infrastructure_004063.jpg,debris,broken_infrastructure,train,519,305,3,59762,c070cd6765ad3c75c3e88ee4ff45189ac3490f89e7330e1972bd13b0040bedfb,,License verification required,
4064,damaged_construction,data\raw\damaged_construction\train\debris\1 (460).JPG,train\broken_infrastructure\broken_infrastructure_004064.jpg,debris,broken_infrastructure,train,235,159,3,18454,b2c8570cb2b5ff5c38a49bddf911e7ea98d461c36d8c34e64c424a2dff47d75f,,License verification required,
4065,damaged_construction,data\raw\damaged_construction\train\debris\1 (398).JPG,train\broken_infrastructure\broken_infrastructure_004065.jpg,debris,broken_infrastructure,train,390,341,3,28337,da6739757625c87ac0100892ded6b73f78f9c1527b248ec52f67e4b93b5d6aa7,,License verification required,
4066,damaged_construction,data\raw\damaged_construction\train\debris\1 (112).JPG,train\broken_infrastructure\broken_infrastructure_004066.jpg,debris,broken_infrastructure,train,785,331,3,44222,d0491bf05106a26451790920656f951f86d7b32f3fdb3da4e71b74cbd0a7a934,,License verification required,
4067,damaged_construction,data\raw\damaged_construction\train\debris\1 (156).JPG,train\broken_infrastructure\broken_infrastructure_004067.jpg,debris,broken_infrastructure,train,781,342,3,75068,ab6a73e2462a7557e04837c4ff8668e1e5a78cfc19a850212b22378e5cbaedb5,,License verification required,
4068,damaged_construction,data\raw\damaged_construction\train\debris\1 (168).JPG,train\broken_infrastructure\broken_infrastructure_004068.jpg,debris,broken_infrastructure,train,825,317,3,90252,8c5f758109be893c0a9af9078b7ac3339a2f9d46a43050192313337ad00553aa,,License verification required,
4069,damaged_construction,data\raw\damaged_construction\train\debris\1 (111).JPG,train\broken_infrastructure\broken_infrastructure_004069.jpg,debris,broken_infrastructure,train,525,380,3,51887,d3fb827c8d1eb2700098a0318f4a1416369a0f0344909ad2ec5a1b5f68bcddf5,,License verification required,
4070,damaged_construction,data\raw\damaged_construction\train\debris\1 (362).JPG,train\broken_infrastructure\broken_infrastructure_004070.jpg,debris,broken_infrastructure,train,385,333,3,29557,a9bc807a55d4c278f2c86856273700b61770c002ff226cc476cbf4bbfc02da59,,License verification required,
4071,damaged_construction,data\raw\damaged_construction\train\debris\1 (382).JPG,train\broken_infrastructure\broken_infrastructure_004071.jpg,debris,broken_infrastructure,train,639,387,3,38506,9b0a47ba29cecf524a1cf2a7c97dc9d99ae2a179eaa694af738141c4e8f0d954,,License verification required,
4072,damaged_construction,data\raw\damaged_construction\train\debris\1 (431).JPG,train\broken_infrastructure\broken_infrastructure_004072.jpg,debris,broken_infrastructure,train,503,283,3,35252,97c5973f9c44dcddbe3ab84db5e513f0d7880723852c7d1556e8795097221f24,,License verification required,
4073,damaged_construction,data\raw\damaged_construction\train\debris\1 (396).JPG,train\broken_infrastructure\broken_infrastructure_004073.jpg,debris,broken_infrastructure,train,627,341,3,57151,eb4acb3c626988cb0c057106427976230c8f9f8c344a103045eae5946244fb9d,,License verification required,
4074,damaged_construction,data\raw\damaged_construction\train\debris\1 (153).JPG,train\broken_infrastructure\broken_infrastructure_004074.jpg,debris,broken_infrastructure,train,814,281,3,53628,5c253c2b1b95509391d3f3f3758ae5e37378cd2fe0bb072c205fc6fdc2c2bc9c,,License verification required,
4075,damaged_construction,data\raw\damaged_construction\train\debris\1 (459).JPG,train\broken_infrastructure\broken_infrastructure_004075.jpg,debris,broken_infrastructure,train,515,395,3,37581,a111031e39c1a564b27a71fa5aee33e20b0cc110255382f08295b9f5def6585d,,License verification required,
4076,damaged_construction,data\raw\damaged_construction\train\debris\1 (230).JPG,train\broken_infrastructure\broken_infrastructure_004076.jpg,debris,broken_infrastructure,train,368,226,3,31583,016cc2cf4167f209f74f0002d2954155ca403e9e281c8ce74677106010e88ce1,,License verification required,
4077,damaged_construction,data\raw\damaged_construction\train\debris\1 (444).JPG,train\broken_infrastructure\broken_infrastructure_004077.jpg,debris,broken_infrastructure,train,385,385,3,34400,59895a291e03b934ac355b2b7a24645d65a4bc4095c8a7f6dda29a3de4f3edb2,,License verification required,
4078,damaged_construction,data\raw\damaged_construction\train\debris\1 (351).JPG,train\broken_infrastructure\broken_infrastructure_004078.jpg,debris,broken_infrastructure,train,286,220,3,38361,d9b74cacc52373626483da262f45ec8d345d0ceb54203c73cda484c960beb66b,,License verification required,
4079,damaged_construction,data\raw\damaged_construction\train\debris\1 (188).JPG,train\broken_infrastructure\broken_infrastructure_004079.jpg,debris,broken_infrastructure,train,525,387,3,55954,b385618dac7d8d456f3f993c6d52f444bd11b9011c5ceaaebea60d550658beca,,License verification required,
4080,damaged_construction,data\raw\damaged_construction\train\debris\1 (357).JPG,train\broken_infrastructure\broken_infrastructure_004080.jpg,debris,broken_infrastructure,train,311,342,3,38543,629ceed7cb9b7fe40f327233c9b6cf2a679e8b6bdc26dc6251e562fe77669178,,License verification required,
4081,damaged_construction,data\raw\damaged_construction\train\debris\1 (59).JPG,train\broken_infrastructure\broken_infrastructure_004081.jpg,debris,broken_infrastructure,train,320,144,3,17192,25de9ff6639186a4f391819cbe954626e6f79539e30e9a5978ade4d5ad3aec72,,License verification required,
4082,damaged_construction,data\raw\damaged_construction\train\debris\1 (71).JPG,train\broken_infrastructure\broken_infrastructure_004082.jpg,debris,broken_infrastructure,train,530,211,3,40077,961ad66171804c75636012589ab2b824eae4c52f0bf6866c31b73d1f02c23ed3,,License verification required,
4083,damaged_construction,data\raw\damaged_construction\train\debris\1 (244).JPG,train\broken_infrastructure\broken_infrastructure_004083.jpg,debris,broken_infrastructure,train,347,324,3,44120,7cd3f25c987787d62fb84817e36980dd9fbcc0a94be23565653b2dcd32526209,,License verification required,
4084,damaged_construction,data\raw\damaged_construction\train\debris\1 (338).JPG,train\broken_infrastructure\broken_infrastructure_004084.jpg,debris,broken_infrastructure,train,392,359,3,27117,726a0546f730137b64e7377769c914855c207567f16e76af4743095d6c015a14,,License verification required,
4085,damaged_construction,data\raw\damaged_construction\train\debris\1 (386).JPG,train\broken_infrastructure\broken_infrastructure_004085.jpg,debris,broken_infrastructure,train,219,199,3,18163,31454f77070d120531b5a43722356f107fe636e5e8f0b229933b202e766c6ec0,,License verification required,
4086,damaged_construction,data\raw\damaged_construction\train\debris\1 (281).JPG,train\broken_infrastructure\broken_infrastructure_004086.jpg,debris,broken_infrastructure,train,365,364,3,66879,c12d67f043d790a836a2cf8ebc92a024dca6419fbf49252cb9e42ea01ef61b44,,License verification required,
4087,damaged_construction,data\raw\damaged_construction\train\debris\1 (435).JPG,train\broken_infrastructure\broken_infrastructure_004087.jpg,debris,broken_infrastructure,train,411,353,3,44389,7eea20a6c2d88838ec4e84ade0ea9619bb9caf4ef4d632d6522342ea1d9c77fa,,License verification required,
4088,damaged_construction,data\raw\damaged_construction\train\debris\1 (440).JPG,train\broken_infrastructure\broken_infrastructure_004088.jpg,debris,broken_infrastructure,train,354,258,3,26591,cfd9d5c3d6e95194734763a5ebe76dfa331ffefebcbf534755e6757c82c24862,,License verification required,
4089,damaged_construction,data\raw\damaged_construction\train\debris\1 (326).JPG,train\broken_infrastructure\broken_infrastructure_004089.jpg,debris,broken_infrastructure,train,234,335,3,28119,7aa2aea60dcb5e166e7aabca848a46294d392e116f4d99ec3e425a7b3dd6657d,,License verification required,
4090,damaged_construction,data\raw\damaged_construction\train\debris\1 (97).JPG,train\broken_infrastructure\broken_infrastructure_004090.jpg,debris,broken_infrastructure,train,729,315,3,49448,4cb71d342dbcb2940d152cf4069060952997e130eb952c8969d22f815e0d25fd,,License verification required,
4091,damaged_construction,data\raw\damaged_construction\train\debris\1 (116).JPG,train\broken_infrastructure\broken_infrastructure_004091.jpg,debris,broken_infrastructure,train,755,361,3,56890,e604db89f32369061c0f8b3fa1edf599acba795d037f8ed856b7b0bdf48ba8bb,,License verification required,
4092,damaged_construction,data\raw\damaged_construction\train\debris\1 (456).JPG,train\broken_infrastructure\broken_infrastructure_004092.jpg,debris,broken_infrastructure,train,218,186,3,17906,117434d411d171cb89f08f14a08080261fde873d6d4425478eecf3d67e9b58c6,,License verification required,
4093,damaged_construction,data\raw\damaged_construction\train\debris\1 (322).JPG,train\broken_infrastructure\broken_infrastructure_004093.jpg,debris,broken_infrastructure,train,272,291,3,26327,1071ed76fa776347de2db8866b5c31e9f9d80d2332d1841fc0ce441102b42401,,License verification required,
4094,damaged_construction,data\raw\damaged_construction\train\debris\1 (193).JPG,train\broken_infrastructure\broken_infrastructure_004094.jpg,debris,broken_infrastructure,train,252,231,3,28558,fe9fb77755a98cd13e3d8aecf6b0eae6b79de793d9e76e259c2c84e708049d8b,,License verification required,
4095,damaged_construction,data\raw\damaged_construction\train\debris\1 (276).JPG,train\broken_infrastructure\broken_infrastructure_004095.jpg,debris,broken_infrastructure,train,427,417,3,37716,4a17d35028e5529edce0b5c3a5cc93a71c95041bace61cab517c04ea7423d492,,License verification required,
4096,damaged_construction,data\raw\damaged_construction\train\debris\1 (307).JPG,train\broken_infrastructure\broken_infrastructure_004096.jpg,debris,broken_infrastructure,train,587,287,3,32567,4b243dc2dc4e032faabfef109dc1d42a9a5e767c1bcdbf8290fa9dffcb00d6d0,,License verification required,
4097,damaged_construction,data\raw\damaged_construction\train\debris\1 (356).JPG,train\broken_infrastructure\broken_infrastructure_004097.jpg,debris,broken_infrastructure,train,773,397,3,85864,ceee0b15fb3c256670d4d4670e770cd1ccc0335143f56f848985fb4c0ff2e14b,,License verification required,
4098,damaged_construction,data\raw\damaged_construction\train\debris\1 (212).JPG,train\broken_infrastructure\broken_infrastructure_004098.jpg,debris,broken_infrastructure,train,376,336,3,38999,a1f8340774e4b9b53b111e8d3fb4740359d442ead9071012705e562d35e8a0ee,,License verification required,
4099,damaged_construction,data\raw\damaged_construction\train\debris\1 (96).JPG,train\broken_infrastructure\broken_infrastructure_004099.jpg,debris,broken_infrastructure,train,582,331,3,41899,ae324390fe07912c0a74cf8e7b0f17eb5f874c50c431488c7523ea062102726a,,License verification required,
4100,damaged_construction,data\raw\damaged_construction\train\debris\1 (424).JPG,train\broken_infrastructure\broken_infrastructure_004100.jpg,debris,broken_infrastructure,train,422,420,3,28746,becf04484294666885a457b17764638a6fc702d9d6278b9e2529660ee9c9cb79,,License verification required,
4101,damaged_construction,data\raw\damaged_construction\train\debris\1 (225).JPG,train\broken_infrastructure\broken_infrastructure_004101.jpg,debris,broken_infrastructure,train,357,298,3,36731,3f6f8618e949b673c46399992f2c2f208e6d257678af8c64dab79c3dd37b026d,,License verification required,
4102,damaged_construction,data\raw\damaged_construction\train\debris\1 (198).JPG,train\broken_infrastructure\broken_infrastructure_004102.jpg,debris,broken_infrastructure,train,529,186,3,31261,b2f6d7a846001d5758473158820656c9195e11ecb8c9f3d584cade40d2604b35,,License verification required,
4103,damaged_construction,data\raw\damaged_construction\train\debris\1 (347).JPG,train\broken_infrastructure\broken_infrastructure_004103.jpg,debris,broken_infrastructure,train,744,467,3,59372,4261eae03225975108b5e0e7954482d52061998902c73f05c0d761569c5a322c,,License verification required,
4104,damaged_construction,data\raw\damaged_construction\train\debris\1 (132).JPG,train\broken_infrastructure\broken_infrastructure_004104.jpg,debris,broken_infrastructure,train,610,326,3,45978,29cf935e2ae1daf10ebec819a59295d10ad1be6fbdcec10a529acca8d313cbd1,,License verification required,
4105,damaged_construction,data\raw\damaged_construction\train\debris\1 (180).JPG,train\broken_infrastructure\broken_infrastructure_004105.jpg,debris,broken_infrastructure,train,133,238,3,20805,1229589d3946c8edd7203477362e970ce5c804724bb2635d0ab371f104e69153,,License verification required,
4106,damaged_construction,data\raw\damaged_construction\train\debris\1 (419).JPG,train\broken_infrastructure\broken_infrastructure_004106.jpg,debris,broken_infrastructure,train,600,364,3,42690,52c2c1b427d3c293ce2fce53bbb9a5b7677fadc121294a61545715d4c5c6acb9,,License verification required,
4107,damaged_construction,data\raw\damaged_construction\train\debris\1 (108).JPG,train\broken_infrastructure\broken_infrastructure_004107.jpg,debris,broken_infrastructure,train,167,296,3,19751,1940be90807f5c3171dc543d5737037b48c51b5f4b106203085617a7580bff8d,,License verification required,
4108,damaged_construction,data\raw\damaged_construction\train\debris\1 (136).JPG,train\broken_infrastructure\broken_infrastructure_004108.jpg,debris,broken_infrastructure,train,744,369,3,68952,b87abbbf3b633965181de5606e59ac89b3b8cac86bc27eaf13835d7d1dad6b31,,License verification required,
4109,damaged_construction,data\raw\damaged_construction\train\debris\1 (442).JPG,train\broken_infrastructure\broken_infrastructure_004109.jpg,debris,broken_infrastructure,train,786,358,3,50792,af71526f8f335581e1bd1259a76cff771326376f0d4e2c0ad4f9ade95965bcb1,,License verification required,
4110,damaged_construction,data\raw\damaged_construction\train\debris\1 (172).JPG,train\broken_infrastructure\broken_infrastructure_004110.jpg,debris,broken_infrastructure,train,785,342,3,55444,8644f343ec6518d367f3de34d737fd5c97e205abb123e4ec98b4a40b269b9d57,,License verification required,
4111,damaged_construction,data\raw\damaged_construction\train\debris\1 (397).JPG,train\broken_infrastructure\broken_infrastructure_004111.jpg,debris,broken_infrastructure,train,615,302,3,37316,2e8c3ab8925328f7bc0355ca3e29ccb89d1f6bb22739aeda64c1d00c83fff322,,License verification required,
4112,damaged_construction,data\raw\damaged_construction\train\debris\1 (178).JPG,train\broken_infrastructure\broken_infrastructure_004112.jpg,debris,broken_infrastructure,train,280,224,3,31041,70f2831a2a412c1c96268514fd8dea53ca220012b47b3db6c81072189e731f3d,,License verification required,
4113,damaged_construction,data\raw\damaged_construction\train\debris\1 (455).JPG,train\broken_infrastructure\broken_infrastructure_004113.jpg,debris,broken_infrastructure,train,283,354,3,30875,6d31f7546f0dc8585885b0239554def07b8b86db802fd2d4ec81c468365f58b2,,License verification required,
4114,damaged_construction,data\raw\damaged_construction\train\debris\1 (341).JPG,train\broken_infrastructure\broken_infrastructure_004114.jpg,debris,broken_infrastructure,train,452,337,3,39875,11aa1622eafaea0420ad4b9a2b385db198d460f1676fd6afbd7ace30cac92058,,License verification required,
4115,damaged_construction,data\raw\damaged_construction\train\debris\1 (78).JPG,train\broken_infrastructure\broken_infrastructure_004115.jpg,debris,broken_infrastructure,train,283,139,3,20430,f6a6e0bda9a001936362688c3b82e08bd6803e8b82ec2e91c6761fa0e73fa22b,,License verification required,
4116,damaged_construction,data\raw\damaged_construction\train\debris\1 (453).JPG,train\broken_infrastructure\broken_infrastructure_004116.jpg,debris,broken_infrastructure,train,673,384,3,55586,56ee02cfc22f8199a46ba0bb6d222de03514379f38f32e327056ab89d3bbe938,,License verification required,
4117,damaged_construction,data\raw\damaged_construction\train\debris\1 (404).JPG,train\broken_infrastructure\broken_infrastructure_004117.jpg,debris,broken_infrastructure,train,358,353,3,40159,f580a8ba4b1d612433c92293bc44fcb7524ad123e5f8d732f366160a69792587,,License verification required,
4118,damaged_construction,data\raw\damaged_construction\train\debris\1 (81).JPG,train\broken_infrastructure\broken_infrastructure_004118.jpg,debris,broken_infrastructure,train,299,218,3,25504,5775f369542aa59b1cc9ad104008922225a02f7dce755f5040cea7b6ec7236b3,,License verification required,
4119,damaged_construction,data\raw\damaged_construction\train\debris\1 (314).JPG,train\broken_infrastructure\broken_infrastructure_004119.jpg,debris,broken_infrastructure,train,296,261,3,20388,f39d17b83722eee1c9bcc8ce0c62a4e980c6ceecedc11d27b1a4e3f9cfa98744,,License verification required,
4120,damaged_construction,data\raw\damaged_construction\train\debris\1 (364).JPG,train\broken_infrastructure\broken_infrastructure_004120.jpg,debris,broken_infrastructure,train,412,275,3,35623,7c7ffbfc7178f35b120910d2fd0dbfaa22fd36d33dfc96dd593549669d268429,,License verification required,
4121,damaged_construction,data\raw\damaged_construction\train\debris\1 (201).JPG,train\broken_infrastructure\broken_infrastructure_004121.jpg,debris,broken_infrastructure,train,269,273,3,26493,951f249e597db8b7419f003c6f06e2e8a396b49c06fe1567f0da83fb24aff63e,,License verification required,
4122,damaged_construction,data\raw\damaged_construction\train\debris\1 (458).JPG,train\broken_infrastructure\broken_infrastructure_004122.jpg,debris,broken_infrastructure,train,528,419,3,44174,29f4d3a2b18f1b5f185ce762c4f92741fd9d0c174b22d9872039590da17dacc1,,License verification required,
4123,damaged_construction,data\raw\damaged_construction\train\debris\1 (342).JPG,train\broken_infrastructure\broken_infrastructure_004123.jpg,debris,broken_infrastructure,train,312,346,3,21726,872f58cb2099ba4311cb986b3d57ab9fda86a74e688082befa294efc5e57acb8,,License verification required,
4124,damaged_construction,data\raw\damaged_construction\train\debris\1 (336).JPG,train\broken_infrastructure\broken_infrastructure_004124.jpg,debris,broken_infrastructure,train,223,274,3,16348,20a420199cfb2a5e616da8819d4984d6b8d491035ee0656d48df220c122f2ee1,,License verification required,
4125,damaged_construction,data\raw\damaged_construction\train\debris\1 (67).JPG,train\broken_infrastructure\broken_infrastructure_004125.jpg,debris,broken_infrastructure,train,261,326,3,28681,3602d8493f7638b1065613726fa5afbf4b45d8060105731f1d9c8de4557791b7,,License verification required,
4126,damaged_construction,data\raw\damaged_construction\train\debris\1 (151).JPG,train\broken_infrastructure\broken_infrastructure_004126.jpg,debris,broken_infrastructure,train,752,361,3,56625,622ad8992b83409148441fc52a98005bbfcfacf955dd022a033621241dd1f916,,License verification required,
4127,damaged_construction,data\raw\damaged_construction\train\debris\1 (158).JPG,train\broken_infrastructure\broken_infrastructure_004127.jpg,debris,broken_infrastructure,train,504,306,3,48832,917d48180465c3bab25b1bf28991639ffb8172062134604b1cc8de85e3f53ae8,,License verification required,
4128,damaged_construction,data\raw\damaged_construction\train\debris\1 (194).JPG,train\broken_infrastructure\broken_infrastructure_004128.jpg,debris,broken_infrastructure,train,650,357,3,72331,5eafca5e3d8316f568b80bf0a5eadaa9a2821adfbaae1fbaa9e5eec50485f418,,License verification required,
4129,damaged_construction,data\raw\damaged_construction\train\debris\1 (313).JPG,train\broken_infrastructure\broken_infrastructure_004129.jpg,debris,broken_infrastructure,train,738,326,3,42549,99d11ec4865c3d4a7d062671a42b3ed84d9cf3e24cc3abcc7b38ed620d068dcc,,License verification required,
4130,damaged_construction,data\raw\damaged_construction\train\debris\1 (302).JPG,train\broken_infrastructure\broken_infrastructure_004130.jpg,debris,broken_infrastructure,train,529,245,3,25687,c09b5f65e094504e28eb8ffbd8abdcd593ba854bc65e49e8bfa898c8df782474,,License verification required,
4131,damaged_construction,data\raw\damaged_construction\train\debris\1 (115).JPG,train\broken_infrastructure\broken_infrastructure_004131.jpg,debris,broken_infrastructure,train,363,297,3,35381,4031e53d67e5d7e96e4897befec146cd26d04b03d2b489725ff0a7a45fa1e6fa,,License verification required,
4132,damaged_construction,data\raw\damaged_construction\train\debris\1 (183).JPG,train\broken_infrastructure\broken_infrastructure_004132.jpg,debris,broken_infrastructure,train,840,322,3,68675,10f8866c81d2849dca025d4108f0dca7586ee8f5b835e849df040d6dbd8b056f,,License verification required,
4133,damaged_construction,data\raw\damaged_construction\train\debris\1 (288).JPG,train\broken_infrastructure\broken_infrastructure_004133.jpg,debris,broken_infrastructure,train,178,280,3,18226,02cea2d80b4e902316a7ad292f09fbd2ae086d3b71d13f5723d1f2dfa508e05b,,License verification required,
4134,damaged_construction,data\raw\damaged_construction\train\debris\1 (353).JPG,train\broken_infrastructure\broken_infrastructure_004134.jpg,debris,broken_infrastructure,train,756,415,3,54452,d6afb7d9362260b1cea693f6c63f25e1d67e0de996d848d2a978453056955e75,,License verification required,
4135,damaged_construction,data\raw\damaged_construction\train\debris\1 (369).JPG,train\broken_infrastructure\broken_infrastructure_004135.jpg,debris,broken_infrastructure,train,377,262,3,33757,9c374bbcdebd26b98a35cdbf4995ed918f21f9b87f1437d7212cf4a62efe9464,,License verification required,
4136,damaged_construction,data\raw\damaged_construction\train\debris\1 (250).JPG,train\broken_infrastructure\broken_infrastructure_004136.jpg,debris,broken_infrastructure,train,713,319,3,42731,e46baa9a856d520ff9ae9aba0003d588b68d40d025d3695035cbc7f7c76602ea,,License verification required,
4137,damaged_construction,data\raw\damaged_construction\train\debris\1 (224).JPG,train\broken_infrastructure\broken_infrastructure_004137.jpg,debris,broken_infrastructure,train,337,232,3,34462,307f4be110fbf40f51ca3773d096555315dbce0e939f7f7bbc26366882eda375,,License verification required,
4138,damaged_construction,data\raw\damaged_construction\train\debris\1 (335).JPG,train\broken_infrastructure\broken_infrastructure_004138.jpg,debris,broken_infrastructure,train,796,414,3,53677,63d7c432557bc3f718959b8a50a6b226acdefe08e17195f08ef3acdf34fec790,,License verification required,
4139,damaged_construction,data\raw\damaged_construction\train\debris\1 (155).JPG,train\broken_infrastructure\broken_infrastructure_004139.jpg,debris,broken_infrastructure,train,269,136,3,18004,92fdc6d5063baceba6c37b3b90bf45edf8feecd4c92727b38c23cc7e6346198c,,License verification required,
4140,damaged_construction,data\raw\damaged_construction\train\debris\1 (173).JPG,train\broken_infrastructure\broken_infrastructure_004140.jpg,debris,broken_infrastructure,train,449,330,3,47766,d16770f0c7d55e91f9f37e8c9238d92b678889b9a09b6cd798954ba6456c2ad3,,License verification required,
4141,damaged_construction,data\raw\damaged_construction\train\debris\1 (385).JPG,train\broken_infrastructure\broken_infrastructure_004141.jpg,debris,broken_infrastructure,train,306,209,3,24345,c06da390d6010a966aaa0d9ca5b3819e3691ccbbd2858307e768a34dd7869b51,,License verification required,
4142,damaged_construction,data\raw\damaged_construction\train\debris\1 (60).JPG,train\broken_infrastructure\broken_infrastructure_004142.jpg,debris,broken_infrastructure,train,602,418,3,52763,9c909552fc0bab184279bdb9643bd41f5738d0cb07a319228f4fb04ae99bb103,,License verification required,
4143,damaged_construction,data\raw\damaged_construction\train\debris\1 (454).JPG,train\broken_infrastructure\broken_infrastructure_004143.jpg,debris,broken_infrastructure,train,567,349,3,37372,b55284d5e40c769e125586c723dca900fd0253645620825843022215971ee701,,License verification required,
4144,damaged_construction,data\raw\damaged_construction\train\debris\1 (192).JPG,train\broken_infrastructure\broken_infrastructure_004144.jpg,debris,broken_infrastructure,train,266,243,3,21626,34b2b365853081229aa8926afd89d392101d9b9dd7b0d52cb92627a35a6e1c02,,License verification required,
4145,damaged_construction,data\raw\damaged_construction\train\debris\1 (187).JPG,train\broken_infrastructure\broken_infrastructure_004145.jpg,debris,broken_infrastructure,train,726,341,3,54482,d1f6d369f6a473ad9d03138effcd38a37f652b4f8c01896c791b2afc4243a9dd,,License verification required,
4146,damaged_construction,data\raw\damaged_construction\train\debris\1 (344).JPG,train\broken_infrastructure\broken_infrastructure_004146.jpg,debris,broken_infrastructure,train,840,348,3,45361,1f8871302c1855900776c124135a369bdcc49a7acb56e5528f2f77201c2dcb8a,,License verification required,
4147,damaged_construction,data\raw\damaged_construction\train\debris\1 (363).JPG,train\broken_infrastructure\broken_infrastructure_004147.jpg,debris,broken_infrastructure,train,774,411,3,61207,9656e16cec42680c1f2acae445221a5bcedd438caff4bdb26b1e1cdcdd482a50,,License verification required,
4148,damaged_construction,data\raw\damaged_construction\train\debris\1 (69).JPG,train\broken_infrastructure\broken_infrastructure_004148.jpg,debris,broken_infrastructure,train,386,303,3,34946,b9da1c5dc1508f1e753e8608c6aae4817cb593070e1a3946faf268710953d2ea,,License verification required,
4149,damaged_construction,data\raw\damaged_construction\train\debris\1 (64).JPG,train\broken_infrastructure\broken_infrastructure_004149.jpg,debris,broken_infrastructure,train,638,300,3,42365,ce3da8bd109b5ba6fa11180836d1d38ceef89afe3136e3fba04051f589ee06b1,,License verification required,
4150,damaged_construction,data\raw\damaged_construction\train\debris\1 (166).JPG,train\broken_infrastructure\broken_infrastructure_004150.jpg,debris,broken_infrastructure,train,472,351,3,43025,d1bd0dcde73f5c842e7ebed3115f1f31e96e5adc81514e118649e68fc0e34cc4,,License verification required,
4151,damaged_construction,data\raw\damaged_construction\train\debris\1 (372).JPG,train\broken_infrastructure\broken_infrastructure_004151.jpg,debris,broken_infrastructure,train,784,388,3,64457,86236199aa69f93f6780bd1f4b91da812c2c8f79a2dfbd1f32552fae97da8717,,License verification required,
4152,damaged_construction,data\raw\damaged_construction\train\debris\1 (175).JPG,train\broken_infrastructure\broken_infrastructure_004152.jpg,debris,broken_infrastructure,train,841,317,3,67198,8533437e03823088a1887d209e01b38ea53048c75a5488174640be67046fd588,,License verification required,
4153,damaged_construction,data\raw\damaged_construction\train\debris\1 (80).JPG,train\broken_infrastructure\broken_infrastructure_004153.jpg,debris,broken_infrastructure,train,412,216,3,35039,f0b4536f8aa896061774f4dc815b63b23f8be337d065c3302610122102e03d34,,License verification required,
4154,damaged_construction,data\raw\damaged_construction\train\debris\1 (104).JPG,train\broken_infrastructure\broken_infrastructure_004154.jpg,debris,broken_infrastructure,train,696,419,3,81102,250db015323dc2aadcef1a2d37827b5454a64c385dc64bb51c5e9739fb2c1d3d,,License verification required,
4155,damaged_construction,data\raw\damaged_construction\train\debris\1 (439).JPG,train\broken_infrastructure\broken_infrastructure_004155.jpg,debris,broken_infrastructure,train,633,340,3,59454,6427d3bf776ef873e75f49c6205c937dd99114ba1560ba19bc605d51193e235d,,License verification required,
4156,damaged_construction,data\raw\damaged_construction\train\debris\1 (469).JPG,train\broken_infrastructure\broken_infrastructure_004156.jpg,debris,broken_infrastructure,train,639,360,3,65500,943afa1749e757399fd619609571b5af64d9bd45f8ba331e3d2944b288a90ddb,,License verification required,
4157,damaged_construction,data\raw\damaged_construction\train\debris\1 (245).JPG,train\broken_infrastructure\broken_infrastructure_004157.jpg,debris,broken_infrastructure,train,405,352,3,49827,3df5e325c1d75c3614da705133a19744d4653767dc3a229c65cac32046b5cefc,,License verification required,
4158,damaged_construction,data\raw\damaged_construction\train\debris\1 (420).JPG,train\broken_infrastructure\broken_infrastructure_004158.jpg,debris,broken_infrastructure,train,404,337,3,30178,95edea2e122abfdc8d8f38e8c9710be5d11b1415c8a9124d7dd5c8fb13bd8a6c,,License verification required,
4159,damaged_construction,data\raw\damaged_construction\train\debris\1 (377).JPG,train\broken_infrastructure\broken_infrastructure_004159.jpg,debris,broken_infrastructure,train,786,416,3,59398,1048ee295985b85859c61bb88e97fbe5f56ebefd171ad643994284f1e625c79d,,License verification required,
4160,damaged_construction,data\raw\damaged_construction\train\debris\1 (309).JPG,train\broken_infrastructure\broken_infrastructure_004160.jpg,debris,broken_infrastructure,train,491,289,3,32987,3834619dab624fbf0080c97acebff3acbae1a970f49116aa3738e1a5d3ed669f,,License verification required,
4161,damaged_construction,data\raw\damaged_construction\train\debris\1 (387).JPG,train\broken_infrastructure\broken_infrastructure_004161.jpg,debris,broken_infrastructure,train,341,136,3,18734,41e9c503819490dfc35291bb57d1c149b4eb1298df6589d656b039ebf5c054c6,,License verification required,
4162,damaged_construction,data\raw\damaged_construction\train\debris\1 (379).JPG,train\broken_infrastructure\broken_infrastructure_004162.jpg,debris,broken_infrastructure,train,236,236,3,20671,4833d21c6e70c20ffdb07242eb07d5ba7e0eb7fbd6ae0882d974bb8538be1282,,License verification required,
4163,damaged_construction,data\raw\damaged_construction\train\debris\1 (252).JPG,train\broken_infrastructure\broken_infrastructure_004163.jpg,debris,broken_infrastructure,train,556,305,3,40531,625f9ba26060bf53040a9a7b7cd46824452354f00fb6a97e0100d9269f798c51,,License verification required,
